x,y
0.6964691855978616,0.25076616132527185
0.28613933495037946,0.21647714231717816
0.2268514535642031,0.07245297373016349
0.5513147690828912,0.8152566361730381
0.7194689697855631,0.33909736627733394
0.42310646012446096,0.8504835793470492
0.9807641983846155,0.019752976271299863
0.6848297385848633,0.3604741470005401
0.48093190148436094,1.0
0.3921175181941505,0.7009635167438077
0.3431780161508694,0.3533503000633693
0.7290497073840416,0.13618779102309764
0.4385722446796244,0.8555432865786978
0.05967789660956835,0.034736638166319216
0.3980442553304314,0.6582303908593692
