rate,vol,price
0.01,0.1,9.516258196404053
0.01,0.10500000000000001,9.967547741373437
0.01,0.11000000000000001,10.416586470347184
0.01,0.11500000000000002,10.863385609316865
0.01,0.12000000000000002,11.307956328284249
0.01,0.12500000000000003,11.750309741540462
0.01,0.13000000000000003,12.190456907943869
0.01,0.13500000000000004,12.628408831196552
0.01,0.14000000000000004,13.064176460119427
0.01,0.14500000000000005,13.497770688925868
0.01,0.15000000000000005,13.92920235749422
0.01,0.15500000000000005,14.358482251638648
0.01,0.16000000000000006,14.785621103378872
0.01,0.16500000000000006,15.21062959120843
0.01,0.17000000000000007,15.633518340361647
0.01,0.17500000000000007,16.054297923079275
0.01,0.18000000000000008,16.472978858872807
0.01,0.18500000000000008,16.889571614787428
0.01,0.19000000000000009,17.30408660566377
0.01,0.1950000000000001,17.716534194398164
0.01,0.2000000000000001,18.12692469220181
0.01,0.2050000000000001,18.53526835885856
0.01,0.2100000000000001,18.9415754029813
0.01,0.2150000000000001,19.345855982267324
0.01,0.2200000000000001,19.748120203752165
0.01,0.22500000000000012,20.148378124062305
0.01,0.23000000000000012,20.54663974966661
0.01,0.23500000000000013,20.942915037126454
0.01,0.24000000000000013,21.337213893344668
0.01,0.24500000000000013,21.729546175813198
0.01,0.2500000000000001,22.11992169285952
0.01,0.2550000000000001,22.508350203891908
0.01,0.2600000000000001,22.894841419643384
0.01,0.2650000000000001,23.27940500241445
0.01,0.27000000000000013,23.66205056631469
0.01,0.27500000000000013,24.042787677503156
0.01,0.28000000000000014,24.42162585442746
0.01,0.28500000000000014,24.798574568061753
0.01,0.29000000000000015,25.173643242143484
0.01,0.29500000000000015,25.546841253409085
0.01,0.30000000000000016,25.918177931828225
0.01,0.30500000000000016,26.287662560837248
0.01,0.31000000000000016,26.655304377571085
0.01,0.31500000000000017,27.021112573094328
0.01,0.3200000000000002,27.38509629263092
0.01,0.3250000000000002,27.74726463579279
0.01,0.3300000000000002,28.107626656807398
0.01,0.3350000000000002,28.46619136474402
0.01,0.3400000000000002,28.82296772373904
0.01,0.3450000000000002,29.177964653220016
0.01,0.3500000000000002,29.53119102812866
0.01,0.3550000000000002,29.882655679142772
0.01,0.3600000000000002,30.232367392896904
0.01,0.3650000000000002,30.580334912202133
0.01,0.3700000000000002,30.92656693626455
0.01,0.3750000000000002,31.2710721209028
