,vol,rate,price
0,0.1,0.01,0.044852364090220864
1,0.10500000000000001,0.01,0.04682510507300608
2,0.11000000000000001,0.01,0.04879844122033361
3,0.11500000000000002,0.01,0.050772248921108765
4,0.12000000000000002,0.01,0.052746423053816716
5,0.12500000000000003,0.01,0.05472087330311726
6,0.13000000000000003,0.01,0.05669552132315209
7,0.13500000000000004,0.01,0.05867029852898403
8,0.14000000000000004,0.01,0.060645144359751546
9,0.14500000000000005,0.01,0.06262000490009811
10,0.15000000000000005,0.01,0.06459483177655795
11,0.15500000000000005,0.01,0.06656958126701074
12,0.16000000000000006,0.01,0.06854421357673302
13,0.16500000000000006,0.01,0.07051869224580476
14,0.17000000000000007,0.01,0.07249298366090018
15,0.17500000000000007,0.01,0.07446705665063263
16,0.18000000000000008,0.01,0.07644088214824851
17,0.18500000000000008,0.01,0.07841443290895317
18,0.19000000000000009,0.01,0.08038768327182738
19,0.1950000000000001,0.01,0.08236060895834413
20,0.2000000000000001,0.01,0.08433318690109609
21,0.2050000000000001,0.01,0.0863053950975804
22,0.2100000000000001,0.01,0.08827721248487508
23,0.2150000000000001,0.01,0.09024861883180962
24,0.2200000000000001,0.01,0.09221959464585039
25,0.22500000000000012,0.01,0.09419012109241676
26,0.23000000000000012,0.01,0.09616017992473747
27,0.23500000000000013,0.01,0.09812975342267971
28,0.24000000000000013,0.01,0.10009882433924416
29,0.24500000000000013,0.01,0.10206737585363229
30,0.2500000000000001,0.01,0.10403539152996627
31,0.2550000000000001,0.01,0.10600285528088715
32,0.2600000000000001,0.01,0.1079697513353744
33,0.2650000000000001,0.01,0.10993606421023089
34,0.27000000000000013,0.01,0.11190177868475681
35,0.27500000000000013,0.01,0.11386687977820992
36,0.28000000000000014,0.01,0.11583135272970019
37,0.28500000000000014,0.01,0.11779518298022451
38,0.29000000000000015,0.01,0.11975835615657848
39,0.29500000000000015,0.01,0.12172085805692762
40,0.30000000000000016,0.01,0.12368267463784077
41,0.30500000000000016,0.01,0.12564379200261983
42,0.31000000000000016,0.01,0.12760419639077863
43,0.31500000000000017,0.01,0.12956387416854453
44,0.3200000000000002,0.01,0.13152281182026887
45,0.3250000000000002,0.01,0.13348099594065083
46,0.3300000000000002,0.01,0.13543841322768663
47,0.3350000000000002,0.01,0.13739505047626865
48,0.3400000000000002,0.01,0.1393508945723685
49,0.3450000000000002,0.01,0.1413059324877433
50,0.3500000000000002,0.01,0.14326015127511382
51,0.3550000000000002,0.01,0.14521353806376835
52,0.3600000000000002,0.01,0.14716608005554893
53,0.3650000000000002,0.01,0.14911776452118586
54,0.3700000000000002,0.01,0.15106857879694552
55,0.3750000000000002,0.01,0.15301851028156255
56,0.3800000000000002,0.01,0.15496754643343158
57,0.38500000000000023,0.01,0.15691567476803242
58,0.39000000000000024,0.01,0.1588628828555705
59,0.39500000000000024,0.01,0.1608091583188106
60,0.40000000000000024,0.01,0.16275448883108978
61,0.40500000000000025,0.01,0.16469886211449114
62,0.41000000000000025,0.01,0.16664226593816733
63,0.41500000000000026,0.01,0.16858468811679844
64,0.42000000000000026,0.01,0.17052611650917604
65,0.42500000000000027,0.01,0.1724665390168999
66,0.43000000000000027,0.01,0.1744059435831803
67,0.4350000000000003,0.01,0.1763443181917363
68,0.4400000000000003,0.01,0.17828165086578296
69,0.4450000000000003,0.01,0.18021792966710043
70,0.4500000000000003,0.01,0.18215314269517713
71,0.4550000000000003,0.01,0.1840872780864235
72,0.4600000000000003,0.01,0.18602032401344926
73,0.4650000000000003,0.01,0.18795226868439968
74,0.4700000000000003,0.01,0.18988310034234718
75,0.4750000000000003,0.01,0.19181280726473282
76,0.4800000000000003,0.01,0.19374137776285488
77,0.4850000000000003,0.01,0.19566880018140193
78,0.4900000000000003,0.01,0.1975950628980242
79,0.49500000000000033,0.01,0.19952015432294423
80,0.5000000000000003,0.01,0.20144406289860117
81,0.5050000000000003,0.01,0.20336677709932788
82,0.5100000000000003,0.01,0.2052882854310576
83,0.5150000000000003,0.01,0.207208576431059
84,0.5200000000000004,0.01,0.20912763866769685
85,0.5250000000000004,0.01,0.21104546074021713
86,0.5300000000000004,0.01,0.21296203127855434
87,0.5350000000000004,0.01,0.21487733894316063
88,0.5400000000000004,0.01,0.21679137242485386
89,0.5450000000000004,0.01,0.21870412044468368
90,0.5500000000000004,0.01,0.22061557175381546
91,0.5550000000000004,0.01,0.22252571513343017
92,0.5600000000000004,0.01,0.22443453939463837
93,0.5650000000000004,0.01,0.22634203337840908
94,0.5700000000000004,0.01,0.22824818595551083
95,0.5750000000000004,0.01,0.230152986026466
96,0.5800000000000004,0.01,0.23205642252151487
97,0.5850000000000004,0.01,0.2339584844005922
98,0.5900000000000004,0.01,0.23585916065331292
